Compra,Modalidade da Compra,Processo,Código da UASG,Nome da UASG,Município/UF,Objeto,Itens,Contratos,Valor Total da Compra
415/2020,Dispensa de Licitação,415,160118,COMANDO DA 4 REGIAO MILITAR/DIV EX,Belo Horizonte/MG,"AQUISIÇÃO DE MASCARAS DE PROTEÇÃO DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS, PARA O CMDO 4ª RM.",2,0,52500
9/2020,Dispensa de Licitação,64583006984202063,160199,HOSPITAL MILITAR DE ÁREA DE RECIFE,Recife/PE,AQUISIÇÃO DE MIDAZOLAM 5MG/ML 10ML,1,0,52200
68/2020,Dispensa de Licitação,64582007325202054,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:327/2020 DE 07 DE MAIO DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.,1,0,52000
156/2020,Dispensa de Licitação,64589003947202043,160445,HOSPITAL DA GUARNICAO DE FLORIANOPOLIS,Florianópolis/SC,"TESTE RÁPIDO QUALITATIVO PARA DETECÇÃO DE ANTICORPOS IGG/IGM ANTI-COVID 19 EM AMOSTRAS DE SANGUE TOTAL, SORO OU PLASMA PELA METODOLOGIA DE IMUNOCROMATOGRAFIA; E TESTE RÁPIDO QUALITATIVO PARA DETECÇÃO DE ANTÍGENOS DE COVID 19 EM AMOSTRAS DE SWAB DE ORO E NASOFARINGE,PELA METODOLOGIA DE IMUNOCROMATOGRAFIA.",2,0,51421
28/2020,Dispensa de Licitação,65402002576202086,160413,COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM,Santa Maria/RS,AQUISIÇÃI DE EQUIPAMENTOS DE EPI  PARA SER EMPREGADO PELOS MILITARES EM OPERAÇÕES AO COMBATE AO COVID-19.,11,0,51417
46/2020,Dispensa de Licitação,64575000029752020,160166,HOSPITAL GERAL DE BELEM,Belém/PA,AQUISIÇÃO DE CAMAS HOSPITALARES ELÉTRICAS PARA OPERAÇÃO DE COMBATE AO COVID-19.,1,0,51000
149/2020,Dispensa de Licitação,211/2020,160531,ESCOLA DE APERFEICOAMENTO DE SARGENTOS,Cruz Alta/RS,AQUISIÇÃO DE TESTES RÁPIDOS PARA ATENDER A SEÇÃO DE SAÚDE DA ESCOLA DE APERFEIÇOAMENTO DE SARGENTOS DAS ARMAS.,1,0,50400
21/2020,Dispensa de Licitação,64327004831202011,160396,COMISSAO REGIONAL DE OBRAS/3/RS,Porto Alegre/RS,"SERVIÇO DE ADEQUAÇÃO DAS INSTALAÇÕES DE GASES MEDICINAIS PARA TRATAMENTO DO COVID-19 DO HMAPA, EM PORTO ALEGRE-RS.",1,1,50254.83
14/2020,Dispensa de Licitação,41/2020,160348,5 BATALHAO DE ENGENHARIA DE CONSTRUCAO/RO,Porto Velho/RO,SERVIÇO FORNECIMENTO DE ENERGIA ELÉTRICA.,1,0,50000
12/2020,Dispensa de Licitação,64583007820202053,160199,HOSPITAL MILITAR DE ÁREA DE RECIFE,Recife/PE,AQUISIÇÃO DE ÁLCOOL ETÍLICO 70% LÍQUIDO E EM GEL,2,0,49880
46/2020,Dispensa de Licitação,64576006131202011,160088,HOSPITAL MILITAR DE ÁREA DE BRASÍLIA,Brasília/DF,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR, SENDO MÁSCARAS CIRÚRGICAS.",1,0,49800
53/2020,Dispensa de Licitação,64297007261202015,160146,MEX-COMANDO DA 18 BRIGADA DE INF.FRONTEIRA/MS,Corumbá/MS,"AQUISIÇÃO DE EQUIPAMENTOS PARA ADEQUAR A AMBULÂNCIA EM UTI, COVID-19 PARA ATENDER AS NECESSIDADES DO PMGU CORUMBÁ-MS.",2,0,49738
56/2020,Dispensa de Licitação,64581026193202070,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,"AQUISIÇÃO DE MOBILIÁRIO EM GERAL E MATERIAL DE CAMA, MESA E BANHO.",14,0,49511.69
72/2020,Dispensa de Licitação,64590013687202085,160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,João Pessoa/PB,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR PARA ATENDER DEMANDA PROVOCADA PELO COVID-19. A PRESENTE AQUISIÇÃO FAZ PARTE DAS MEDIDAS DE PROTEÇÃO PARA O ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS (COVID-19).  ",1,0,49200
68/2020,Dispensa de Licitação,64592004539202050,160345,HOSPITAL DE GUARNICAO DE NATAL,Natal/RN,APARELHO DE NÍVEL DE CONSCIÊNCIA (BIS) E SENSOR,2,0,49000
39/2020,Dispensa de Licitação,64579005212202073,160050,HOSPITAL GERAL DE FORTALEZA/MEX - CE,Fortaleza/CE,AQUISIÇÃO DE SOLUÇÕES REAGENTES PARA USO EM GASOMETRIA ARTERIAL E VENOSA AUTOMÁTICO. APRESENTAÇÃO TESTE.,1,0,48600
66/2020,Dispensa de Licitação,64625006539202060,160021,PARQUE REGIONAL DE MANUTENCAO/12/MEX/AM,Manaus/AM,AQUISIÇÃO DE INSUMOS PARA MANUTENÇÃO DE GMG'S CLASSE VI DE ORGANIZAÇÕES MILITARES ENVOLVIDAS COM A CALAMIDADE PÚBLICA COVID-19 DENTRO DA ÁREA DE JURISDIÇÃO DA 12ª REGIÃO MILITAR E CMA.,62,0,48548.799999999996
44/2020,Dispensa de Licitação,64582005895202018,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:244/2020  DE 06 DE ABRIL DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.,1,0,48500
16/2020,Dispensa de Licitação,64594016923202085,160416,HOSPITAL GERAL DE SANTA MARIA,Santa Maria/RS,CONTRATAÇÃO DE OFICINA ESPECIALIZADA PARA A MANUTENÇÃO PREVENTIVA E CORRETIVA DA VIATURAS DO HGESM COM FORNECIMENTO DE PEÇAS E INSUMOS.,136,1,48348.39999999999
145/2020,Dispensa de Licitação,64582011317202011,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL PERMANENTE CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:20/2020 DE 29 DE MAIO DE 2020 DA CHEFIA DE ENFERMAGEM DO HMAPA.     ",1,0,48300
142/2020,Dispensa de Licitação,64582011317202011,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:20/2020 DE 29 DE MAIO DE 2020 DA CHEFIA DE ENFERMAGEM DO HMAPA.,1,0,48300
78/2020,Dispensa de Licitação,64582007558202057,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:069/2020 DE 04 DE MAIO DE 2020 DO ALMOXARIFADO DO HMAPA.,1,0,48000
49/2020,Dispensa de Licitação,65261004686202034,160238,BASE DE APOIO LOGISTICO DO EXERCITO,Rio de Janeiro/RJ,ATENDER REQUISIÇÃO N°043-OP COVID/BA AP LOG EX,5,0,47850.19
4/2020,Dispensa de Licitação,64361002620202019,160225,BASE ADMINISTRATIVA DO CURADO - PE,Recife/PE,AQUISIÇÃO DE MATERIAIS A SEREM EMPREGADOS NO COMBATE AO COVID-19 TÃO SOMENTE À PARCELA NECESSÁRIA AO ATENDIMENTO DA SITUAÇÃO DE EMERGÊNCIA PARA A BASE ADMINISTRATIVA DO CURADO E DEMAIS ORGANIZAÇÕES MILITARES EMPREGADAS NA ATIVIDADE.,11,0,47811.9
22/2020,Dispensa de Licitação,64577004810202045,160143,HOSPITAL MILITAR DE ÁREA DE CAMPO GRANDE,Campo Grande/MS,"AQUISIÇÃO DE MATERIAL LABORATORIAL (TESTE RÁPIDO) EM CARÁTER DE EMERGÊNCIA, DEVIDO A PANDEMIA DO COVID 19 (REQ 35-FARM).",1,0,47450
33/2020,Dispensa de Licitação,64592003700202078,160345,HOSPITAL DE GUARNICAO DE NATAL,Natal/RN,AQUISIÇÃO DE MÁSCARAS CIRÚRGICAS,2,0,47435
64/2020,Dispensa de Licitação,64584009541202014,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE CÁPSULAS DE ISOLAMENTO E FILTRO.,2,0,47000
76/2020,Dispensa de Licitação,"6,4582E+16",160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL PERMANENTE APARELHO, EQUIPAMENTO E UTENSÍLIOS MÉDICO HOSPITALAR, CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:13/2020 DE 12 DE MAIO DE 2020 DO CENTRO CIRÚRGICO HMAPA.  ",1,0,46900
47/2020,Dispensa de Licitação,64658002708202013,160400,POLICLINICA MILITAR DE PORTO ALEGRE/RS,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL (ÁLCOOL EM GEL 70%, FRASCO 500 ML) PARA ENFRENTAMENTO DO COVID-19 EM CARÁTER EMERGENCIAL, NECESSÁRIO PARA SUPRIR SUA ESCASSEZ NOS DIVERSOS SETORES DESTA OMS.",1,0,46800
46/2020,Dispensa de Licitação,64658002708202013,160400,POLICLINICA MILITAR DE PORTO ALEGRE/RS,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL (ÁLCOOL EM GEL 70%, FRASCO 500 ML) PARA ENFRENTAMENTO DO COVID-19 EM CARÁTER EMERGENCIAL, NECESSÁRIO PARA SUPRIR SUA ESCASSEZ NOS DIVERSOS SETORES DESTA OMS.",1,0,46800
107/2020,Dispensa de Licitação,64590015264202008,160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,João Pessoa/PB,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR PARA ATENDER DEMANDA PROVOCADA PELO COVID-19. A PRESENTE AQUISIÇÃO FAZ PARTE DAS MEDIDAS DE PROTEÇÃO PARA O ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS (COVID-19).  ",1,0,46496.16
20/2020,Dispensa de Licitação,65362002461202013,160239,HOSPITAL MILITAR DE RESENDE,Resende/RJ,AQUISIÇÃO DE MATERIAL HOSPITALAR.,5,0,46233.75
119/2020,Dispensa de Licitação,64584013885202028,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MEDICAMENTOS PARA COVID-19 PARA CAF (XI).,2,0,46125
35/2020,Dispensa de Licitação,64584008215202090,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,"AQUISIÇÃO DE MÁSCARAS N95, ÁLCOOL EM GEL 70% E ÓCULOS DE PROTEÇÃO.",4,0,45830
19/2020,Dispensa de Licitação,64456.078162/2020,160072,11. DEPOSITO DE SUPRIMENTOS-MEX/DF,Brasília/DF,ATENDER DESPESA COM AQUISIÇÃO DE MATERIAL DE CONSUMO PARA AÇÕES DE COMBATE AO COVID-19.,2,0,45000
50/2020,Dispensa de Licitação,64335002281202098,160146,MEX-COMANDO DA 18 BRIGADA DE INF.FRONTEIRA/MS,Corumbá/MS,"AQUISIÇÃO DE TESTE RÁPIDO PARA DETECÇÃO DE ANTÍGENO COVID-19, PARA ATENDER AS NECESSIDADES DO POSTO MÉDICO DA GUARNIÇÃO DE CORUMBÁ-MS.",1,0,45000
23/2020,Dispensa de Licitação,64335001325202062,160146,MEX-COMANDO DA 18 BRIGADA DE INF.FRONTEIRA/MS,Corumbá/MS,"AQUISIÇÃO DE EQUIPAMENTOS MATERIAL LABORATORIAL(COVID), PARA ATENDER A DEMANDA DO PMGU DA 18ª BDA INF FRON.  ",1,0,45000
35/2020,Dispensa de Licitação,64582005432202048,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:02/2020  DE 26 DE MARÇO DE 2020 DO SETOR DE CENTRO CIRÚRGICO DO HMAPA.  ",1,0,44970
7/2020,Dispensa de Licitação,64106002835202051,160004,59  BATALHAO DE INFANTARIA MOTORIZADO/AL,Maceió/AL,"AQUISIÇÃO DE MATERIAIS DE PROTEÇÃO PARA ATENDER A DEMANDA DO POSTO MÉDICO DE GUARNIÇÃO, EM TEMPOS DE PANDEMIA DO COVID-19.",12,0,44946.32
68/2020,Dispensa de Licitação,64074006591202008,160232,13 BATALHAO DE INFANTARIA BLINDADO,Ponta Grossa/PR,"AQUISIÇÃO DE PEÇAS PARA MANUTENÇÃO DE VIATURAS UTILIZADAS PARA ATUAÇÃO NO ENFRENTAMENTO AO COVID 19. EM CASO DE DIVERGÊNCIA ENTRE A DESCRIÇÃO DAS PEÇAS DA NOTA DE EMPENHO E DO TERMO DE REFERÊNCIA, PREVALECERÁ A DESCRIÇÃO DO TERMO DE REFERÊNCIA.",77,0,43898
6/2020,Dispensa de Licitação,64482006751202007,160082,PREFEITURA MILITAR DE BRASILIA-MEX/DF,Brasília/DF,MATERIAL DE INSUMO DE SAÚDE PARA ENFRENTAMENTO DA PANDEMIA DA COVID - 19.,14,0,43592
21/2020,Dispensa de Licitação,64615002945202072,160501,MUSEU HISTORICO DO EX. FORTE COPACABANA/RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL DE CONSUMO PARA PROTEÇÃO DO VÍRUS COVID-19.,8,0,43554.5
22/2020,Dispensa de Licitação,64615002945202072,160501,MUSEU HISTORICO DO EX. FORTE COPACABANA/RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL DE CONSUMO PARA PROTEÇÃO DO VÍRUS COVID-19,8,0,43554.5
32/2020,Dispensa de Licitação,32/2020,160279,57 BATALHAO DE INFANTARIA MOTORIZADO(ES)-RJ,Rio de Janeiro/RJ,SERVIÇO DE LIMPEZA E CONSERVAÇÃO.,1,0,43532.52
78/2020,Dispensa de Licitação,64614003250202018,160328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Rio de Janeiro/RJ,AQUISIÇÃO DE ÁLCOOL ETÍLICO,1,0,43500
20/2020,Dispensa de Licitação,65304003781202077,160186,BASE DE ADMINISTRAÇÃO DO QGEX,Brasília/DF,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA (MÁSCARA E AVENTAL DESCARTÁVEL),3,0,43500
77/2020,Dispensa de Licitação,64614003249202093,160328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Rio de Janeiro/RJ,AQUISIÇÃO DE ÁLCOOL ETÍLICO,1,0,43500
57/2020,Dispensa de Licitação,64658002707202061,160400,POLICLINICA MILITAR DE PORTO ALEGRE/RS,Porto Alegre/RS,AQUISIÇÃO DE INSUMOS PARA ENFRENTAMENTO DA PANDEMIA COVID-19 (AVENTAL).,1,0,43488
15/2020,Dispensa de Licitação,64447009515202061,160069,COMANDO LOGISTICO,Brasília/DF,AQUISIÇÃO DE MEDICAMENTOS - VASOPRESSINA DOSAGEM 20 UI/ML,1,0,43360
22/2020,Dispensa de Licitação,27/2020,160098,BASE ADMINISTRATIVA DA BDA DE OP.ESPECIAISS,Goiânia/GO,MACACÃO TYCHEM QC AMARELO QC 127S AMARELO,1,0,43200
95/2020,Dispensa de Licitação,64582008471202005,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:401/2020 DE 29 DE MAIO DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.,1,0,43000
177/2020,Dispensa de Licitação,246/2020,160531,ESCOLA DE APERFEICOAMENTO DE SARGENTOS,Cruz Alta/RS,"AQUISIÇÃO DE TESTES RÁPIDOS PARA ATENDER A SEÇÃO DE SAÚDE DA ESCOLA DE APERFEIÇOAMENTO DE SARGENTOS DAS ARMAS  ",1,0,42822
62/2020,Dispensa de Licitação,237/2020,160093,38  BATALHAO DE INFANTARIA/MEX/ES,Vila Velha/ES,AQUISIÇÃO DE TESTES DE IDENTIFICAÇÃO PARA COVID-19 PARA ATENDER AS NECESSIDADES DO 38º BATALHÃO DE INFANTARIA.,1,0,42500
61/2020,Dispensa de Licitação,64.581.027.963.202.000,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,"AQUISIÇÃO DE MATERIAIS HOSPITALARES, DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS COVID-19.",1,0,42500
75/2020,Dispensa de Licitação,64584010344202048,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE SANITIZANTE CONCENTRADO PARA PEDILÚVIO.,1,0,41750
38/2020,Dispensa de Licitação,60215001897202057,160482,1A. BRIGADA DE INFANTARIA DE SELVA/RR,Boa Vista/RR,"ÁLCOOL EM GEL 70 , PARA HIGIENIZAR AS MÃOS DOS FUNCIONÁRIOS E PACIENTES NA ÁREA DE PROTEÇÃO E CUIDADOS EM COMBATE AO COVID-19.",1,0,41280
111/2020,Dispensa de Licitação,64584010344202048,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE SANITIZANTE CONCENTRADO PARA PEDILÚVIO (RELANÇAMENTO DO PDL N° 75_2020).,1,0,41175
22/2020,Dispensa de Licitação,65308003456202074,160106,2 BATALHAO FERROVIÁRIO,Araguari/MG,AQUISIÇÃO DE MATERIAL HOSPITALAR E EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL,5,0,41126
52/2020,Dispensa de Licitação,64335002365202021,160146,MEX-COMANDO DA 18 BRIGADA DE INF.FRONTEIRA/MS,Corumbá/MS,"AQUISIÇÃO DE REAGENTE PARA DIAGNÓSTICO CLÍNICO, COVID-19, PARA ATENDER AS NECESSIDADES DO PMGU CORUMBÁ-MS.",1,0,41000
39/2020,Dispensa de Licitação,64020003261202088,160007,4 ESQUADRAO DE AVIACAO DO EXERCITO,Manaus/AM,"AQUISIÇÃO DE MATERIAL DE PROFILAXIA, MATERIAL DE MANOBRA E PATRULHAMENTO E EQUIPAMENTOS INDIVIDUAL 4° BAVEX.",18,0,40975.799999999996
10/2020,Dispensa de Licitação,645931982/2020-74,160351,HOSPITAL DE GUARNICAO DE PORTO VELHO-MEX/RO,Porto Velho/RO,AQUISIÇÃO DE VIDEOLARINGOSCÓPIO,2,1,40820
25/2020,Dispensa de Licitação,64153004187202010,160368,3 BATALHAO DE SUPRIMENTO/RS,Nova Santa Rita/RS,"AQUISIÇÃO EMERGENCIAL DE MÁSCARA, ÁLCOOL GEL E ÓCULOS PARA PROTEÇÃO DEVIDO AO COVID-19.",3,0,40494
64/2020,Dispensa de Licitação,64625006504202021,160021,PARQUE REGIONAL DE MANUTENCAO/12/MEX/AM,Manaus/AM,NECESSIDADE DE AQUISIÇÃO DE SERVIÇOS PARA ATENDIMENTO EMERGENCIAL COVID DAS OMD'S PERTENCENTES À 12ª RM.,9,0,40000
30/2020,Dispensa de Licitação,64140004892202058,160274,25 BATALHAO LOGISTICO(ES)-RJ,Rio de Janeiro/RJ,ATENDER AQUISIÇÃO DE MATERIAIS DE CONTRUÇÃO VISANDO MELHORIAS NA INSTALAÇÃO PARA COMBATE AOS EFEITOS DO COVID-19.,46,0,39998.16
152/2020,Dispensa de Licitação,64582012609202062,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL DE CONSUMO FARMACOLÓGICO CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:621/2020 DE 04 DE AGOSTO DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.        ",1,0,39858
30/2020,Dispensa de Licitação,64021003414202087,160033,19 BATALHAO DE CACADORES,Salvador/BA,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA.,5,0,39520
39/2020,Dispensa de Licitação,64575000039252020,160166,HOSPITAL GERAL DE BELEM,Belém/PA,"AQUISIÇÃO DE FENTANILA 0,05 MG/ML PARA OPERAÇÃO DE COMBATE À COVID-19.",1,0,39500
61/2020,Dispensa de Licitação,61/2020,160297,COMANDO DA 1 DIVISAO DE EXERCITO/RJ,Rio de Janeiro/RJ,"AQUISIÇÃO DE TOTEM DE ÁLCOOL EM GEL PERSONALIZADO COM PEDAL, PARA ATENDER NECESSIDADE DO CMDO 1DE, CIA CMDO, CALESTE, 11 BPE E PMVM, DE ACORDO COM A LEI 14019 DE 02JUL20.",1,0,39455.1
21/2020,Dispensa de Licitação,64594018510120203,160416,HOSPITAL GERAL DE SANTA MARIA,Santa Maria/RS,"CONTRATAÇÃO DE SERVIÇO DE CONFECÇÃO DE MATERIAIS DIVERSOS (SUPORTE USO ODONTOLÓGICO, TÓTEM PARA ÁLCOOL EM GEL E PROTEÇÃO EM ACRÍLICO PARA GUICHÊ) COM ARTE PERSONALIZADA.",3,0,39300
140/2020,Dispensa de Licitação,64582011313202024,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL PERMANENTE CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:13/2020 DE 22 DE MAIO DE 2020 DA CHEFIA DE ENFERMAGEM DO HMAPA.  ",1,0,39200
44/2020,Dispensa de Licitação,64584008468202063,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,"AQUISIÇÃO DE MATERIAIS PARA ENFRENTAMENTO DO COVID-19, EQUIPO ICASET.",2,0,39000
27/2020,Dispensa de Licitação,64307004143202081,160482,1A. BRIGADA DE INFANTARIA DE SELVA/RR,Boa Vista/RR,PROTETOR FACIAL,1,0,38990
186/2020,Dispensa de Licitação,64589003947202043,160445,HOSPITAL DA GUARNICAO DE FLORIANOPOLIS,Florianópolis/SC,"TESTE RÁPIDO QUALITATIVO PARA DETECÇÃO DE ANTICORPOS IGG/IGM ANTI-COVID 19 EM AMOSTRAS DE SANGUE TOTAL, SORO OU PLASMA PELA METODOLOGIA DE IMUNOCROMATOGRAFIA; E TESTE RÁPIDO QUALITATIVO PARA DETECÇÃO DE ANTÍGENOS DE COVID 19 EM AMOSTRAS DE SWAB DE ORO E NASOFARINGE, PELA METODOLOGIA DE IMUNOCROMATOGRAFIA.",2,0,38664.2
71/2020,Dispensa de Licitação,64310007775202047,160158,COMANDO 13 BDA DE INFANTARIA MOTORIZADA-ME/MT,Cuiabá/MT,AQUISIÇÃO DE MATERIAL HOSPITALAR PARA ATENDER AS AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19 NO COMANDO 13ª BRIGADA DE INFANTARIA MOTORIZADA.,5,0,38620
24/2020,Dispensa de Licitação,64618.002918/2020,160224,PARQUE REGIONAL DE MANUTENCAO/5,Curitiba/PR,"MATERIAIS PARA FABRICAÇÃO DE MÁSCARAS NO COMBATE OU ENFRENTAMENTO AO COVID-19. ",4,0,38598.5
113/2020,Dispensa de Licitação,64584012539202022,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE TESTE DÍMERO-D.,1,0,38532
14/2020,Dispensa de Licitação,65362002206202062,160239,HOSPITAL MILITAR DE RESENDE,Resende/RJ,AQUISIÇÃO DE MATERIAL HOSPITALAR.,3,0,38220
29/2020,Dispensa de Licitação,65344.005611/2020,160323,HOSPITAL GERAL DO RIO DE JANEIRO,Rio de Janeiro/RJ,AQUISIÇÃO DE MEDICAMENTO PARA COMBATE AO COVID-19. MIDAZOLAM 50MG/ML AMPOLA 10ML.,1,0,37800
64/2020,Dispensa de Licitação,64582007061202039,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:324/2020 DE 28 DE ABRIL DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.,1,0,37650
123/2020,Dispensa de Licitação,64589002714202023,160445,HOSPITAL DA GUARNICAO DE FLORIANOPOLIS,Florianópolis/SC,"AQUISIÇÃO DE MEDICAMENTOS PARA ATENDIMENTO DA REQUISIÇÃO DE NR 023/2020, DESTA OMS.",19,0,37280.5
26/2020,Dispensa de Licitação,64598002691202048,160545,HOSPITAL DA G. S. GABRIEL DA CACHOEIRA,São Gabriel da Cachoeira/AM,"AQUISIÇÃO DE VENTILADOR NÃO INVASIVO, TIPO BIPAP, APLICAÇÃO ADULTO.",1,0,37275
61/2020,Dispensa de Licitação,64265003655202063,160293,CMDO DA 1 BRIG.DE ARTILHARIA ANTI-AEREA,Guarujá/SP,LIMPEZA E HIGIENIZAÇÃO E MATERIAL PARA PROTEÇÃO E SEGURANÇA,4,0,37222
35/2020,Dispensa de Licitação,65592003732202073,160345,HOSPITAL DE GUARNICAO DE NATAL,Natal/RN,BIOMBO MÓVEL C/ BASE DE RODÍZIOS A 1660 X L 2400 (8 PLACAS),1,0,36805.86
18/2020,Dispensa de Licitação,64561004473202065,160058,32 GRUPO DE ARTILHARIA DE CAMPANHA-MEX/DF,Brasília/DF,AQUISIÇÃO DE TESTES RÁPIDOS PARA DETECÇÃO QUALITATIVA ESPECÍFICA DE IGG E IGM DO COVID-19.,1,0,36720
16/2020,Dispensa de Licitação,64327004783202052,160396,COMISSAO REGIONAL DE OBRAS/3/RS,Porto Alegre/RS,"CONTRATAÇÃO DO SERVIÇO DE ADEQUAÇÃO DAS INSTALAÇÕES ELÉTRICAS PARA TRATAMENTO DA COVID-19 DO HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE (HMAPA), EM PORTO ALEGRE - RS",1,1,36535.24
43/2020,Dispensa de Licitação,64575000041852020,160166,HOSPITAL GERAL DE BELEM,Belém/PA,"AQUISIÇÃO DE MONITOR DE 15 POLEGADAS,MODELO EFFICA CM150 PHILLIPS.",1,0,36190.32
30/2020,Dispensa de Licitação,65344.005617/2020,160323,HOSPITAL GERAL DO RIO DE JANEIRO,Rio de Janeiro/RJ,"AQUISIÇÃO DE MEDICAMENTO PARA COMBATE AO COVID-19. MIDAZOLAM 5MG/ML AMPOLA 10ML.  ",1,0,36180
